VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WP0AB2Y16L,Thurston,Olympia,WA,98503,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,203,2,185864927,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
7PDSGABL5P,Snohomish,Edmonds,WA,98020,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,241739536,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050501
WA1MUBFZ0R,Snohomish,Bothell,WA,98021,2024,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,276171626,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051938
KNDC4DLC7P,Skagit,Anacortes,WA,98221,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,40,251427501,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940401
1N4BZ0CP2G,Snohomish,Lynnwood,WA,98087,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,21,245678373,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061041704
1C4RJYD6XR,Snohomish,Woodinville,WA,98072,2024,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,1,281969516,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,53061051912
JTDKN3DPXC,Thurston,Olympia,WA,98513,2012,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,2,149799583,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012331
1C4JJXR69P,Yakima,Yakima,WA,98908,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,14,235068347,POINT (-120.60199 46.59817),PACIFICORP,53077000402
5YJSA1E25G,Snohomish,Snohomish,WA,98290,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,39,184926381,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061053603
1N4AZ0CP4D,Spokane,Spokane,WA,99203,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,3,111871140,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004500
1N4BZ1CP1K,Snohomish,Edmonds,WA,98020,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,21,289576101,POINT (-122.37695 47.81113),PUGET SOUND ENERGY INC,53061050502
KNDCC3LG6L,Thurston,Yelm,WA,98597,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,20,139631061,POINT (-122.60735 46.94239),PUGET SOUND ENERGY INC,53067012510
1N4AZ1CP6K,Chelan,Peshastin,WA,98847,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,12,295483660,POINT (-120.60364 47.56805),PUD NO 1 OF CHELAN COUNTY,53007960502
WBY2Z6C50K,Yakima,Yakima,WA,98903,2019,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,14,211250833,POINT (-120.71847 46.55029),PACIFICORP,53077002803
5YJ3E1EB6J,Island,Freeland,WA,98249,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,10,474312044,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971900
7FCTGBAA1S,Okanogan,Okanogan,WA,98840,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,12,272567858,POINT (-119.57959 48.3654),PUD NO 1 OF OKANOGAN COUNTY,53047970500
KNDRJDJH4S,Snohomish,Snohomish,WA,98290,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,39,275646745,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052302
1N4AZ1CP2L,King,Kent,WA,98030,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,47,142911884,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029508
5YJSA1E22H,Snohomish,Lake Stevens,WA,98258,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,44,348344615,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052711
LPSED3KA6M,Snohomish,Edmonds,WA,98026,2021,POLESTAR,PS2,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,233,21,280436432,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061042003
5UXKT0C51J,King,Redmond,WA,98053,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,45,320004534,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333
5YJ3E1EA5J,King,Seattle,WA,98102,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,43,302849928,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100
KL8CL6S09E,Walla Walla,Walla Walla,WA,99362,2014,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,16,183605481,POINT (-118.34261 46.07068),PACIFICORP,53071920600
3FA6P0PU1F,Snohomish,Monroe,WA,98272,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,39,111825486,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
1G1FW6S07H,Chelan,Leavenworth,WA,98826,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,12,139775303,POINT (-120.65754 47.5982),PUD NO 1 OF CHELAN COUNTY,53007960201
1FADP5CU6E,Snohomish,Everett,WA,98201,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,38,282890639,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040500
5YJYGDEF8L,Snohomish,Lynnwood,WA,98087,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,21,104514602,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804
JHMZC5F37J,Snohomish,Everett,WA,98201,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,38,227410018,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061040100
5YJ3E1EB6J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,32,474209228,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051402
YV4H60PF8T,Snohomish,Bothell,WA,98021,2026,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,1,288747245,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WBY1Z2C59E,Stevens,Deer Park,WA,99006,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,7,282256845,POINT (-117.47154 47.95431),NO KNOWN ELECTRIC UTILITY SERVICE,53065951401
1N4AZ1CP0K,Snohomish,Everett,WA,98203,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,38,2222580,POINT (-122.23019 47.94949),PUGET SOUND ENERGY INC,53061041400
1N4AZ1CP1L,Spokane,Spokane,WA,99203,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,6,133847850,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,53063004200
5YJSA1E28G,Chelan,Chelan,WA,98816,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,12,136793646,POINT (-120.01454 47.83985),PUD NO 1 OF CHELAN COUNTY,53007960303
5YJ3E1EA5L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,2,132449852,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
7SAYGDEE9N,,,BC,,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,,224286394,,,
KNDCS3LF9R,Kitsap,Port Orchard,WA,98367,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,26,263229774,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092801
1G1RD6E41C,Kitsap,Port Gamble,WA,98370,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,23,253423999,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090202
5YJ3E1EAXJ,Whitman,Pullman,WA,99163,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,9,200479478,POINT (-117.18147 46.73015),AVISTA CORP,53075000602
5YJSA1V23F,Grant,Moses Lake,WA,98837,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,13,291647184,POINT (-119.2771 47.13196),PUD NO 2 OF GRANT COUNTY,53025011101
JA4T5VA93P,Snohomish,Edmonds,WA,98026,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,21,239640229,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050200
KNDCS3LF9S,Snohomish,Bothell,WA,98021,2025,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,1,286291379,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051913
5YJXCAE2XM,King,Newcastle,WA,98059,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,257565864,POINT (-122.11589 47.50243),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025005
7FCTGBAAXS,Kitsap,Bainbridge Island,WA,98110,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,23,278343257,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090700
KM8KNDAF7P,King,Seattle,WA,98115,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,228439774,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003601
WP0AE2Y1XS,King,Seattle,WA,98102,2025,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,43,282696172,POINT (-122.32427 47.63433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600
7SAYGDED0T,Clark,Vancouver,WA,98664,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49,289549228,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
1GYC3RML5T,King,Bellevue,WA,98005,2026,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,285243031,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805
7SAYGAEE5R,King,Bellevue,WA,98006,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,269416948,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902
7SAYGDEE3T,King,Kirkland,WA,98034,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,282984929,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
JHMZC5F15J,King,Pacific,WA,98047,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,30,159941869,POINT (-122.24692 47.26465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030901
7SAXCAE52P,King,Kirkland,WA,98033,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,261088831,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701
JTDACACU4P,King,Kent,WA,98031,2023,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,47,272036243,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405
5YJ3E1EA6L,King,Kent,WA,98031,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,47,4758722,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405
5YJ3E1EA2L,King,Sammamish,WA,98074,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,45,110224089,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
7SAYGDEE9P,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,244143518,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500
7SAYGDEE0R,King,Bellevue,WA,98004,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,260484542,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
1FADP5CU3G,Thurston,Olympia,WA,98502,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,22,189162872,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010520
7SAYGDED9S,King,Clyde Hill,WA,98004,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,278078118,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
JTDKARFP3J,Clark,Vancouver,WA,98685,2018,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,18,261263096,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040908
1G1FZ6S05K,Thurston,Olympia,WA,98501,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22,244451651,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100
W1N9M0CB4P,Clark,Vancouver,WA,98664,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49,258010798,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041205
5YJ3E1EB4K,King,Seattle,WA,98109,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,36,190212991,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
7SAYGDEE3T,Jefferson,Port Townsend,WA,98368,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,24,286423014,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501
7SAYGDEE3N,King,Seattle,WA,98112,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,37,269512400,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
YV4ED3UR4M,King,Seattle,WA,98125,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,46,273009684,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700
7SAYGAEE4P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,256286796,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
5YJ3E1EA6K,King,Kirkland,WA,98033,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,48,133556524,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
5YJ3E1EA4J,Clark,Vancouver,WA,98685,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,18,475215534,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
7SAYGDEE8R,King,Auburn,WA,98092,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,261936244,POINT (-122.18262 47.31825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
7SAYGDEE5P,King,Renton,WA,98056,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,41,232756681,POINT (-122.18839 47.51197),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
1G1FX6S07H,King,Seattle,WA,98177,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,36,276455364,POINT (-122.37238 47.74068),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
7SAYGDEE0P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,240788033,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
3C3CFFGE7H,King,Bellevue,WA,98008,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,48,328673747,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300
3GNKDBRJ9R,King,Bellevue,WA,98007,2024,CHEVROLET,BLAZER,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,275821220,POINT (-122.12056 47.61334),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201
WA1VABGE6K,King,Renton,WA,98055,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,33,4775291,POINT (-122.19488 47.44035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309
5YJYGDEE3L,King,Redmond,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,45,110939300,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
WBAJB1C54K,King,Bellevue,WA,98004,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,48,478079332,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002
KM8KN4AE2N,King,Seattle,WA,98146,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,34,228395982,POINT (-122.36322 47.49736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100
WVGJNPE26N,Snohomish,Lynnwood,WA,98037,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,285098012,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051601
JTDKN3DP8E,Kitsap,Port Orchard,WA,98366,2014,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,26,241456162,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,53035092500
KMUKCDTC1P,King,Kirkland,WA,98033,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,231161542,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
5YJ3E1EA9J,Clark,Battle Ground,WA,98604,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,18,339882952,POINT (-122.5331 45.78092),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040407
WP1AD2XA2S,King,Bellevue,WA,98005,2025,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,282310717,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
7SAYGDEE7T,Clark,Vancouver,WA,98682,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,17,282955942,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040714
WAUTPBFF8H,Thurston,Tumwater,WA,98512,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,22,139622045,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067010910
7SAYGDEE7T,King,Kent,WA,98030,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,47,286385816,POINT (-122.19975 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029506
7SAYGDEE4T,King,Auburn,WA,98002,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,31,286547712,POINT (-122.2229 47.307),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030802
KNDJX3AE9G,Thurston,Olympia,WA,98506,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,22,147089407,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
7SAYGDED5R,King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,272250044,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603
1C4JJXP68N,King,Kirkland,WA,98034,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,1,204612733,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
YSMFE3KA7R,King,Redmond,WA,98052,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,45,270130514,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
5YJ3E1EB1S,King,Bellevue,WA,98004,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,275166594,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
5YJYGAEE5M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,270039941,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067010600
5YJYGDEDXM,King,Bellevue,WA,98005,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,48,271114770,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701
7SAYGAEE8S,Clark,Vancouver,WA,98664,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,49,275938645,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206
